Oisix Meal,Cals (kcal),Prot ,Fat,Carb,Salt,Ash,sodium,potassium,calc,magn,"phos	",iron,zinc,copp,mang,retinol,caroten,vit a-rae,vit d-mcg,vit e,vitamin K,vit b1,vit b2,"Niacin	",vit b6,vit b12,"Folic acid	",panto,vit c,satfat,monofat,polyfat,chol,tolsolfib,insoluble fiber,total fiber,Water
Tofu and Veggie Soup - No.29,182.5,6.3,6.8,22,1.7,4.4,1040.2,544.8,135.2,52.9,132.4,1.6,1,0.19,0.6,0,2840.8,482.8,0.2,1.5,81,0.13,0.08,1.2,0.23,0,87.4,0.54,17.4,1.06,2.05,3.1,0.4,1.3,3.3,4.8,413.1
Chicken and Tomato with Eggplant - No.2,797.1,25.8,31,102.2,3,8.1,1282.3,1441.6,92.7,109.5,346.5,2.5,3.3,0.59,1.12,14.1,1382.1,243.2,0,7.1,45.4,0.37,0.33,6.7,0.82,0.2,106.1,2.36,70.4,4.92,19.54,3.96,75,2.4,5.4,7.8,541.6
