Oisix Meal,Cals (kcal),Prot ,Fat,Carb,Salt,Ash,sodium,potassium,calc,magn,"phos	",iron,zinc,copp,mang,retinol,caroten,vit a-rae,vit d-mcg,vit e,vitamin K,vit b1,vit b2,"Niacin	",vit b6,vit b12,"Folic acid	",panto,vit c,satfat,monofat,polyfat,chol,tolsolfib,insoluble fiber,total fiber,Water
Tofu and Veggie Soup - No.29,182.5,6.3,6.8,22,1.7,4.4,1040.2,544.8,135.2,52.9,132.4,1.6,1,0.19,0.6,0,2840.8,482.8,0.2,1.5,81,0.13,0.08,1.2,0.23,0,87.4,0.54,17.4,1.06,2.05,3.1,0.4,1.3,3.3,4.8,413.1
Chicken and Tomato with Eggplant - No.2,797.1,25.8,31,102.2,3,8.1,1282.3,1441.6,92.7,109.5,346.5,2.5,3.3,0.59,1.12,14.1,1382.1,243.2,0,7.1,45.4,0.37,0.33,6.7,0.82,0.2,106.1,2.36,70.4,4.92,19.54,3.96,75,2.4,5.4,7.8,541.6
Chicken Noodle Soup with Tofu - No.7 ,697.2,36.2,16.9,95.5,8.1,10.9,3378.9,1029.8,125.9,96.5,322.9,2.6,2.6,0.35,0.97,8.4,2574.6,447.6,0.1,1.5,79.9,0.22,0.21,5.1,0.49,0.3,48,1.74,20.1,4.69,6.56,5.64,80,1.9,3.9,6.7,587.3
Chicken Potatoes and beans with Broccoli and Cauliflower - No.11,800.2,35.6,28.9,92.9,4.2,7.4,1776,1051.2,105.3,92.9,417.1,2.4,2.5,0.41,1.15,57.6,435,130.6,1,4.4,131.2,0.35,0.31,19,0.91,2,125.9,4.23,54.9,6.53,11.35,6.85,144.1,1,4.3,5.4,351.1
Chicken Potatoes and Pak Choi - No.6,641.1,30.4,20.7,79.9,2.1,5.1,1058.9,843.4,157.3,98.8,320.4,3.8,3.6,0.37,0.93,16.7,1497.9,271.3,0.1,2.5,74,0.27,0.29,6.4,0.57,0.3,54.6,1.81,28.3,3.21,8.39,6.81,119.9,0.7,2.1,4.4,281.9
Chicken Eggplant and Sweet Potatoes - No.8,899.4,26.6,43.5,88.5,2.1,5.4,1226.4,901.6,82.1,86.7,334.5,1.9,3.4,0.39,1.05,46.8,282.5,94,0,6.5,134.5,0.24,0.36,7.5,0.5,0.5,105.3,3.23,22.3,7.47,17.6,13.99,118.5,1.5,4.1,5.5,428.3
Chicken cucumber and mushroom with seaweed salad - No.13 ,704.9,31.5,27.4,81.1,3,6.5,1231.5,1110.5,156,98.6,362.5,4.6,2.3,0.35,0.92,38.4,1933,364,0.8,3.2,195,0.25,0.36,16.7,0.79,0.2,122.5,3.71,56.9,5.43,10.41,7.63,95.1,0.8,4.2,7.3,381.5
Horse Mackerel with cucumber salad - No.22,722.2,33.5,29.1,75.3,2.5,5.9,1375.1,780,120.6,86.6,444.8,2.8,2.7,0.4,0.82,82.2,2684.1,542.3,3.5,4.8,69.9,0.2,0.5,6.5,0.58,1.8,96.3,2.16,14.6,4.48,10.43,10.71,290.3,0.4,2.4,3.2,428
Pumpkin Mushroom Soup - No.28,149.8,6.3,6.7,16.5,1.5,2.5,533.9,379.4,140.7,24.1,141.4,0.3,1,0.09,0.13,47.8,1577.5,308.8,0.3,2.1,12.7,0.06,0.22,1.2,0.19,0.4,38.7,0.81,17.6,3.54,1.78,0.55,18.8,0.7,2,2.6,301.5
Salt Mackerel with potato and cucumber salad - No.20,891.8,37.4,43.8,80.7,4.9,6.3,1449,972.5,113.1,86.7,407.3,4,2.5,0.44,0.92,66.4,2178.1,437,12.4,5.1,136.4,0.35,0.83,14.9,0.73,7.3,86.7,2.25,45.8,8,16.78,12.26,197.3,1,3.2,4.2,379.8
Grilled Mackerel with pork and sweet potatoes - No.26,904.8,28.6,33.1,116.2,5.1,8.4,2094.3,1066.8,128.8,94.8,399.2,2.9,3.3,0.51,1.24,20.7,4247.9,745.4,2.5,3.4,8.5,0.63,0.38,11.5,0.93,11.2,91.7,2.23,41.1,9.67,12.43,5.96,72.9,1.4,4.7,6.1,365.7
Pork loin with carrot and onion salad - No.5,751.8,25.6,36.5,73.8,1.9,4.8,1131.6,667.6,86,63.8,304.5,1.4,2.9,0.32,0.84,6,1053.2,185,0,1.9,29.1,0.86,0.22,7.9,0.6,0.4,53.9,1.39,13,9.96,16.51,6.23,64.1,0.7,2.4,3.3,297.4
Chicken and tomato rice with radish salad - No.1,668.1,32.2,19.1,87.3,1.7,4.1,597.8,909.6,76.3,75.4,331.6,2.3,3.6,0.35,0.89,13.4,2420.2,424.3,0,4,87.6,0.28,0.29,7.3,0.62,0.3,97.5,2.04,32.8,3.04,7.31,6.77,115.7,1.5,3.9,5.4,520
Mapo Tofu with chicken and tomato soup - No.14,728.8,34,29.2,79,4.2,9,2410.8,829.5,134.5,117.8,407.5,3.5,3.8,0.48,1.11,13,336.8,69.5,0,2.4,84.9,0.73,0.32,8.6,0.65,0.3,44.5,2.34,26,6.15,9.17,7.11,71.5,0.7,2,3.8,487.2
Rockfish and lotus with cabbage soup - No.25,685.5,26,28.7,77.3,3.2,6.2,1459.5,769.6,192.5,67.3,375.6,2.3,2.2,0.33,1.16,46.3,2193.5,419.2,1.7,6.3,151.2,0.19,0.35,2.5,0.32,1.6,94.7,1.66,30.9,4,10.69,11.08,177.2,0.6,3.3,3.9,485.5
Mackerel and pumpkin with komatsuna salad - No.18,752.7,34.3,33.4,73.8,2.7,5.3,1125.3,768.9,182.5,77.6,360.9,4.5,2.3,0.37,0.95,9.5,3321.7,565.2,11.1,3.8,266.8,0.31,0.71,13.4,0.75,7.2,122.3,1.56,46.3,6.83,15.32,5.89,64.4,1.3,4.1,5.2,356.4
Stirfry and egg with tofu soup - No.16,587.9,27.9,21.2,71.6,2,6.3,1120.8,998.7,159.9,86.6,402.4,4.2,4.1,0.44,1.13,75.6,7831.6,1406.8,2.1,4.8,313.8,0.53,0.61,8.1,0.57,1.7,182.3,2.89,20.7,4.64,7.74,5.22,254.5,1.2,5.9,7.6,584.1
Tofu and veggie soup 2 - No.30,86.6,4.2,3,10.7,1.3,2.8,765.4,278.6,77.5,29,86,0.8,0.3,0.11,0.39,0,1133.7,192.6,0.2,0.8,37.7,0.06,0.06,1.1,0.13,0,37,0.36,8.7,0.47,0.78,1.34,0.1,0.5,1.4,2,298.5
