Item Name,Quantity,Measure,Wgt (g),Cals (kcal),FatCals (kcal),SatCals (kcal),Prot (g),Carb (g),TotFib (g),TotSolFib (g),Sugar (g),MonSac (g),Disacc (g),OCarb (g),Fat (g),SatFat (g),MonoFat (g),PolyFat (g),TransFat (g),Chol (mg),Water (g),Vit A-IU (IU),Vit A-RAE (mcg),Caroten (mcg),Retinol (mcg),BetaCaro (mcg),Vit B1 (mg),Vit B2 (mg),Vit B3 (mg),Vit B3-NE (mg),Vit B6 (mg),Vit B12 (mcg),Biot (mcg),Vit C (mg),Vit D-IU (IU),Vit D-mcg (mcg),Vit E-a-Toco (mg),Folate (mcg),Fol_DFE (mcg DFE),Vit K (mcg),Panto (mg),Calc (mg),Chrom (mcg),Copp (mg),Fluor (mg),Iodine (mcg),Iron (mg),Magn (mg),Mang (mg),Moly (mcg),Phos (mg),Pot (mg),Sel (mcg),Sod (mg),Zinc (mg),Omega3 (g),Omega6 (g),Alc (g),Caff (mg),Chln (mg)
"    sweet potatoes, fresh, cubes",0.181818,Pound,82.47,70.93,0.37,0.13,1.29,16.59,2.47,0,3.45,1.37,2.08,10.67,0.04,0.01,0,0.01,0,0,63.73,11700.21,585.01,1170.02,0,7017.49,0.06,0.05,0.46,0.89,0.17,0,0,1.98,0,0,0.21,9.07,9.07,1.48,0.66,24.74,0,0.12,0,0,0.5,20.62,0.21,4.12,38.76,277.93,0.49,45.36,0.25,0,0.01,0,0,10.14
"    potato, Yukon Gold, fresh, diced",0.090909,Pound,41.24,29.99,0,0,0.75,7.5,0.75,0,0.37,0,0,6.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,29.99,0,0,0,0,0.4,0,0,0,0,0,0,13.12,0,0,0,0,0,0
"    poblano peppers, fresh, sliced",0.090909,Pound,41.24,11.45,2.06,0,0.46,2.29,0.92,0,1.37,0,0,0,0.23,0,0,0,0,0,0,343.63,17.18,34.36,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0
"    onion, white, fresh, chopped",0.090909,Pound,41.24,16.49,0.37,0.16,0.45,3.85,0.7,0,1.75,1.34,0.41,1.4,0.04,0.02,0.01,0.01,0,0,36.75,0.82,0.04,0.08,0,0.41,0.02,0.01,0.05,0.14,0.05,0,1.44,3.05,0,0,0.01,7.83,7.83,0.16,0.05,9.48,0,0.02,0,0.82,0.09,4.12,0.05,2.06,11.96,60.2,0.21,1.65,0.07,0,0.01,0,0,2.52
"    chard, swiss, fresh",0.022727,Pound,10.31,1.96,0.19,0.03,0.19,0.39,0.16,0,0.11,0,0,0.11,0.02,0,0,0.01,0,0,9.55,630.49,31.52,63.05,0,375.97,0,0.01,0.04,0.07,0.01,0,0.62,3.09,0,0,0.19,1.44,1.44,85.56,0.02,5.26,0,0.02,0,0,0.19,8.35,0.04,0.52,4.74,39.07,0.09,21.96,0.04,0,0.01,0,0,1.86
"    oil, olive",0.181818,Fluid ounce,4.91,43.4,43.4,6.1,0,0,0,0,0,0,0,0,4.91,0.68,3.58,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,2.96,0,0.05,0,0,0,0,0.03,0,0,0,0,0.05,0,0.1,0,0.04,0.48,0,0,0.01
"    black pepper, ground",0.018182,Ounce-weight,0.52,1.29,0.15,0.06,0.05,0.33,0.13,0,0,0,0,0.2,0.02,0.01,0,0.01,0,0,0.06,2.82,0.14,0.28,0,1.6,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0.09,0.09,0.84,0.01,2.28,0.08,0.01,0,0,0.05,0.88,0.07,0,0.81,6.85,0.03,0.1,0.01,0,0,0,0,0.06
"    turmeric, ground",0.018182,Ounce-weight,0.52,1.61,0.15,0.09,0.05,0.35,0.12,0,0.02,0,0.01,0.21,0.02,0.01,0,0,0,0,0.07,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0.02,0.1,0.1,0.07,0,0.87,0,0.01,0,0,0.28,1.07,0.1,0,1.54,10.72,0.03,0.14,0.02,0,0,0,0,0.25
    garlic powder,0.018182,Ounce-weight,0.52,1.71,0.03,0.01,0.09,0.37,0.05,0,0.01,0,0.01,0.32,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.01,0,0,0,0.24,0.24,0,0,0.41,0,0,0,0,0.03,0.4,0.01,0,2.13,6.15,0.12,0.31,0.02,0,0,0,0,0.35
    onion powder,0.018182,Ounce-weight,0.52,1.76,0.05,0.01,0.05,0.41,0.08,0,0.03,0.01,0.02,0.3,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0.12,0,0,0,0.33,0.33,0.02,0,1.98,0,0,0,0,0.02,0.58,0.01,0,1.66,5.08,0.07,0.38,0.02,0,0,0,0,0.2
    sea salt,0.048,ounce-weight,1.360776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.376,,,,,,
Total,1,Serving,472.26,370.27,127.6,16.98,21.89,41.97,9.58,0,9.75,4.7,2.53,22.63,14.27,1.89,5.91,5.67,0,0,317.67,12739.01,637.2,1273.9,0,7395.46,0.11,0.25,3.76,4.48,0.49,0,2.06,28.85,14.84,0.33,1.16,29.83,29.83,91.1,1.98,203.71,0.08,0.3,0,0.82,4.9,52.52,0.67,6.7,153.98,656.76,5.75,624.5,1.27,0.04,0.51,0,0,15.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoky Tomato Sauce,1,Serving,96.97,46.8,27.34,3.64,0.66,4.45,0.72,0,2.45,0,0,1.23,3.17,0.4,2.02,0.4,0,0,85.09,180.65,9.03,18.06,0,107.54,0,0,0,0,0,0,0,14.76,0,0,0,0,0,0,0,12.85,0,0,0,0,0.26,0,0,0,0,2.08,0,124.2,0,0,0,0,0,0
"    tomatoes, fresh",3.2,Ounce-weight,90.72,21.45,2.76,0,0.61,4.29,0.61,0,2.45,0,0,1.23,0.31,0,0,0,0,0,85.05,61.3,3.06,6.13,0,35.93,0,0,0,0,0,0,0,14.71,0,0,0,0,0,0,0,12.26,0,0,0,0,0.22,0,0,0,0,0,0,3.06,0,0,0,0,0,0
"    paprika, ground",0.01,Ounce-weight,0.28,1.05,0.28,0,0.04,0.16,0.1,0,0,0,0,0,0.03,0,0,0,0,0,0.03,119.35,5.97,11.94,0,71.61,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.6,0,0,0,0,0.04,0,0,0,0,0,0,0.3,0,0,0,0,0,0
"    oil, olive, pure",0.1,Ounce-weight,2.83,24.3,24.3,3.64,0,0,0,0,0,0,0,0,2.83,0.4,2.02,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    vinegar, apple cider, raw, organic",0.1,Ounce-weight,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0
    sea salt,0.011,ounce-weight,0.3118445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.857,,,,,,
Total,1,Serving,96.97,46.8,27.34,3.64,0.66,4.45,0.72,0,2.45,0,0,1.23,3.17,0.4,2.02,0.4,0,0,85.09,180.65,9.03,18.06,0,107.54,0,0,0,0,0,0,0,14.76,0,0,0,0,0,0,0,12.85,0,0,0,0,0.26,0,0,0,0,2.08,0,124.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brussels Sprouts Gratin,1,Serving,387.42,502.59,172.3,28.69,20.43,66.36,17.43,3.94,11.52,4.92,3.19,26.71,19.19,3.19,10.99,3.21,0,0,266.96,16579.56,828.98,1657.96,0,9920.26,1.87,1.47,8.73,11.15,1.51,2.09,2.72,97.76,6.63,0.15,1.65,207.08,207.08,270.15,1.94,197.44,0.11,0.75,0.03,0.57,7.17,121.52,1.37,11.4,323.55,1408.42,9.05,767.1,2.31,0.21,0.45,0,0,31.75
"    brussels sprouts, fresh",2.9,Ounce-weight,82.21,35.35,2.22,0.46,2.78,7.36,3.12,1.64,1.81,1.43,0.38,2.43,0.25,0.05,0.02,0.13,0,0,70.7,619.89,30.99,61.99,0,369.96,0.11,0.07,0.61,1.12,0.18,0,0,69.88,0,0,0.72,50.15,50.15,145.52,0.25,34.53,0,0.06,0,0,1.15,18.91,0.28,4.11,56.73,319.81,1.32,20.55,0.35,0.08,0.04,0,0,15.7
"    mushrooms, shiitake, fresh",1.3,Ounce-weight,36.85,12.53,1.63,0,0.83,2.5,0.92,0,0.88,0.88,0,0.7,0.18,0,0,0,0,0,33.07,0,0,0,0,0,0.01,0.08,1.43,1.48,0.11,0,0,0,6.63,0.15,0,4.79,4.79,0,0.55,0.74,0,0.05,0,0,0.15,7.37,0.08,0,41.28,112.04,2.1,3.32,0.38,0,0,0,0,0
"    sweet potatoes, fresh, cubes",3.54,Ounce-weight,100.36,86.31,0.45,0.16,1.58,20.19,3.01,0,4.19,1.67,2.53,12.99,0.05,0.02,0,0.01,0,0,77.56,14237.69,711.88,1423.77,0,8539.4,0.08,0.06,0.56,1.08,0.21,0,0,2.41,0,0,0.26,11.04,11.04,1.81,0.8,30.11,0,0.15,0,0,0.61,25.09,0.26,5.02,47.17,338.2,0.6,55.2,0.3,0,0.01,0,0,12.34
"    kale, fresh, chopped",0.6,Ounce-weight,17.01,8.33,1.42,0.14,0.73,1.49,0.61,0.24,0.38,0,0,0.49,0.16,0.02,0.01,0.06,0,0,14.29,1699.27,84.96,169.93,0,1008.17,0.02,0.02,0.17,0.17,0.05,0,0.09,20.41,0,0,0.26,23.98,23.98,119.88,0.02,25.51,0,0.25,0,0,0.25,7.99,0.11,0.85,15.65,83.52,0.15,6.46,0.1,0.03,0.02,0,0,0.14
"    garlic cloves, fresh",0.26,Ounce-weight,7.37,10.98,0.33,0.06,0.47,2.44,0.15,0,0.07,0,0,2.21,0.04,0.01,0,0.02,0,0,4.32,0.66,0.03,0.07,0,0.37,0.01,0.01,0.05,0.13,0.09,0,0,2.3,0,0,0.01,0.22,0.22,0.13,0.04,13.34,0,0.02,0,0,0.13,1.84,0.12,0,11.28,29.56,1.05,1.25,0.09,0,0.02,0,0,1.71
"    onion, white, fresh, chopped",1,Ounce-weight,28.35,11.34,0.26,0.11,0.31,2.65,0.48,0,1.2,0.92,0.28,0.96,0.03,0.01,0,0,0,0,25.26,0.57,0.03,0.06,0,0.28,0.01,0.01,0.03,0.1,0.03,0,0.99,2.1,0,0,0.01,5.39,5.39,0.11,0.03,6.52,0,0.01,0,0.57,0.06,2.83,0.04,1.42,8.22,41.39,0.14,1.13,0.05,0,0,0,0,1.73
"    beans, small white, dry",1,Ounce-weight,28.35,95.25,3.01,0.78,5.98,17.65,7.06,2.05,0,0,0,0,0.33,0.09,0.03,0.14,0,0,3.32,0,0,0,0,0,0.21,0.06,0.38,1.56,0.12,0,0,0,0,0,0,109.43,109.43,0,0.21,49.04,0,0.18,0,0,2.19,51.88,0.36,0,126.16,437.15,3.63,3.4,0.8,0.07,0.08,0,0,0
"    oil, olive",0.1,Fluid ounce,2.7,23.87,23.87,3.36,0,0,0,0,0,0,0,0,2.7,0.37,1.97,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,1.63,0,0.03,0,0,0,0,0.02,0,0,0,0,0.03,0,0.05,0,0.02,0.26,0,0,0.01
"    black pepper, ground",0.02,Ounce-weight,0.57,1.42,0.17,0.07,0.06,0.36,0.14,0,0,0,0,0.22,0.02,0.01,0,0.01,0,0,0.07,3.1,0.16,0.31,0,1.76,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0.1,0.1,0.93,0.01,2.51,0.09,0.01,0,0,0.06,0.97,0.07,0,0.9,7.54,0.03,0.11,0.01,0,0,0,0,0.06
"    rosemary, dried",0.02,Ounce-weight,0.57,1.88,0.78,0.38,0.03,0.36,0.24,0,0.01,0,0,0,0.09,0.04,0.02,0.01,0,0,0.05,17.74,0.89,1.77,0,0,0,0,0.01,0.01,0.01,0,0,0.35,0,0,0,1.74,1.74,0,0,7.26,0,0,0,0,0.17,1.25,0.01,0,0.4,5.41,0.03,0.28,0.02,0.01,0.01,0,0,0
"        cashews, raw, whole",0.317439,Cup,35.55,203.16,137.13,22.86,6.35,10.16,1.27,0,2.54,0,0,6.35,15.24,2.54,8.89,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,0,0,0,0,2.29,0,0,0,0,0,0,6.35,0,0,0,0,0,0
"        water, tap",0.158719,Cup,37.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0.03,0,0,0.38,0,0,0,0,0,1.5,0,0,0,0,0,0
"        lemon juice, fresh",0.158719,Teaspoon,0.81,0.18,0.02,0,0,0.06,0,0,0.02,0.02,0,0.03,0,0,0,0,0,0,0.74,0.05,0,0,0,0.01,0,0,0,0,0,0,0,0.31,0,0,0,0.16,0.16,0,0,0.05,0,0,0,0,0,0.05,0,0,0.06,0.83,0,0.01,0,0,0,0,0,0.04
        nutritional yeast,0.476158,Tablespoon,1.79,6.89,0.71,0.11,0.9,0.64,0.37,0,0,0,0,0.28,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0,1.41,1.16,5.48,5.48,0.71,2.09,1.64,0,0,0,0,0,0,0,0.02,0.71,0,0,0,0,0.1,2.64,0.02,0,15.39,31.43,0,3.11,0.23,0,0,0,0,0
"        sea salt, california",0.03968,Teaspoon,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.06,0,0,0,0,0,0
"        black pepper, ground",0.03968,Teaspoon,0.09,0.23,0.03,0.01,0.01,0.06,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0.5,0.02,0.05,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.15,0,0.4,0.01,0,0,0,0.01,0.16,0.01,0,0.14,1.21,0,0.02,0,0,0,0,0,0.01
"        vinegar, apple cider, unfiltered, raw-unpasteurized, organic",0.07936,Teaspoon,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"        nutmeg, ground",0.03968,Teaspoon,0.09,0.46,0.29,0.2,0.01,0.04,0.02,0,0,0,0,0.02,0.03,0.02,0,0,0,0,0.01,0.09,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0.16,0,0,0,0,0,0.16,0,0,0.19,0.31,0,0.01,0,0,0,0,0,0.01
    Wan Ja Shan Organic Gluten Free Soy Sauce,0.4,Tablespoon,6,4.4,0,0,0.4,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0
    sea salt,0.019,ounce-weight,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.27,,,,,,
Total,1,Serving,387.42,502.59,172.3,28.69,20.43,66.36,17.43,3.94,11.52,4.92,3.19,26.71,19.19,3.19,10.99,3.21,0,0,266.96,16579.56,828.98,1657.96,0,9920.26,1.87,1.47,8.73,11.15,1.51,2.09,2.72,97.76,6.63,0.15,1.65,207.08,207.08,270.15,1.94,197.44,0.11,0.75,0.03,0.57,7.17,121.52,1.37,11.4,323.55,1408.42,9.05,767.1,2.31,0.21,0.45,0,0,31.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toasted Pecans,1,Serving,14.17,100.64,94.75,8.02,1.35,1.92,1.33,0.32,0.58,0.01,0.57,0.01,10.53,0.89,6.23,2.92,0,0,0.16,19.84,0.99,1.98,0,11.91,0.06,0.02,0.17,0.39,0.03,0,0,0.1,0,0,0.18,2.27,2.27,0,0.1,10.21,0,0.17,0,0,0.4,18.71,0.56,4.18,41.53,60.1,0.57,0.14,0.72,0.14,2.78,0,0,0
"    pecans, dry roasted, unsalted",0.5,Ounce-weight,14.17,100.64,94.75,8.02,1.35,1.92,1.33,0.32,0.58,0.01,0.57,0.01,10.53,0.89,6.23,2.92,0,0,0.16,19.84,0.99,1.98,0,11.91,0.06,0.02,0.17,0.39,0.03,0,0,0.1,0,0,0.18,2.27,2.27,0,0.1,10.21,0,0.17,0,0,0.4,18.71,0.56,4.18,41.53,60.1,0.57,0.14,0.72,0.14,2.78,0,0,0
Total,1,Serving,14.17,100.64,94.75,8.02,1.35,1.92,1.33,0.32,0.58,0.01,0.57,0.01,10.53,0.89,6.23,2.92,0,0,0.16,19.84,0.99,1.98,0,11.91,0.06,0.02,0.17,0.39,0.03,0,0,0.1,0,0,0.18,2.27,2.27,0,0.1,10.21,0,0.17,0,0,0.4,18.71,0.56,4.18,41.53,60.1,0.57,0.14,0.72,0.14,2.78,0,0,0
